image_name| comment_number| comment|Translated_Comment
4859271957.jpg| 0| two people wearing bright green shirts and dark pants are standing next to a white and blue van with a black and green stripe .|Хурц ногоон цамц өмсөж, харанхуй өмд өмссөн хоёр хүн хар, ногоон өнгийн туузаар цагаан, цэнхэр өнгийн ванны хажууд зогсож байна.
1094671386.jpg| 0| An oriental woman with her fist raised in the air , other oriental people around her , and a black Moped beside her .|Түүний нударган эмэгтэй, түүний хажууд байгаа бусад чиглэсэн хүмүүс, түүний хажууд хар мноор
5731856709.jpg| 2| old man in navy jumpsuit sweeps floor as women in red hijab walks in the other direction .|Тэнгисийн цэргийн үсрэлтийн хөгшин эр нь улаан hijab-д эмэгтэйчүүдийг арчиж, эмэгтэй хүн өөр чиглэлд алхаж байна.
4732499821.jpg| 3| An older woman walks in the rain holding a red umbrella over her .|Хөгшин эмэгтэй нь бороонд алхаж буй бороонд улаан шүхэр барьж байв.
2209036528.jpg| 3| A man and women waiting for a street crossing sign .|Гудамжны гарцаар гарахыг хүлээж буй эрэгтэй, эмэгтэй хүмүүс.
2813784259.jpg| 2| At dusk , a soccer player kicks the ball off the sidelines .|Dusk дээр хөлбөмбөгчин тоглогч бөмбөгийг хажуу тийш нь өшиглөнө.
50797765.jpg| 1| A man in jean overalls and a red shirt is making giant bubbles for the passersby .|Жан ЭНД НЭГДҮГЭЭР, Улаан цамц, улаан цамц нь дамжуулагчдад аварга том бөмбөлөг хийж байна.
2234702530.jpg| 3| A man wearing jeans and a backpack stands on the sidewalk .|Жинсэн өмд өмсөж, үүргэвчиндээ явган хүний зам дээр зогсож байна.
2578834476.jpg| 1| A person with a helmet is riding a bike i the grass and dirt .|Дуулга бүхий хүн дугуй унаж, өвс, шороо унаж байна.
280899906.jpg| 4| A black man and a motorbike .|Хар хүн, мотоцикль.
5117920988.jpg| 2| Two men sit at a glass table with papers on it .|Хоёр эр үүгээрээ шилэн ширээн дээр байрладаг.
4897526581.jpg| 1| A young woman in shorts and a tank top is listening to music and smoking while walking .|Богино, танкийн дээд эмэгтэй, танкийн дээд нь алхаж байхдаа хөгжим сонсож, тамхи татдаг.
3259110412.jpg| 2| A rock face is covered with snow and ice .|Хокны царай цас, мөсөөр хучигдсан байдаг.
4461519605.jpg| 4| A middle eastern man walking across a street .|Гудамжаар алхаж буй Ойрхи Дорнодын хүн.
646453606.jpg| 3| Two young girls are having a snowball fight .|Хоёр залуу охин цасан бөмбөгийн тулалдаж байна.
493276179.jpg| 4| A tattooed man walks down the street .|Шивээсний хүн гудамжаар алхаж байна.
3978631696.jpg| 3| A construction worker is taking a break .|
5352278538.jpg| 4| Two young boys watching someone on a skateboard .|Хоёр залуу хүү тэшүүрээр хэн нэгнийг харж байна.
6664030.jpg| 4| Two people in a kitchen with cups of alcohol beverage .|Гал тогооны өрөөнд хоёр хүн спирт спирт унадаг.
3393152604.jpg| 2| A bulldog jumps over a log next to a stream .|Бульдог урсгалын хажууд лог дээр үсрэв.
4448063160.jpg| 4| A woman stands outside a store while other people pass by .|Бусад хүмүүс дэлгүүрээс гадуур зогсож байгаа.
3860415767.jpg| 1| A man in a light blue long-sleeved shirt wearing a red and white scarf on his head stands beside a makeshift fruit stand .|Толгойг нь улаан, цагаан өнгийн ороолт өмссөн, улаан, цагаан өнгийн ороолт өмссөн хүн улаан, цагаан өнгийн ороолт өмсдөг.
961611340.jpg| 1| a young girl wearing a pink tutu dancing with another young boy in the background .|Арай нэг залуутай бүжиг өмссөн залуу охин.
2251830139.jpg| 2| Children crowd around a cart advertising something for 2 Euro .|Хүүхдүүд 2 еврогийн төлөө ямар нэгэн зүйл зардаг.
3532539748.jpg| 4| Smiling man and boy standing in a yard .|Хөвгүүдтэй зогсож байсан хүн, хөвгүүд.
4950401297.jpg| 0| A man in a blue outfit rides a hang glider high over a neighborhood of houses .|Цэнхэр өнгийн хувцас өмссөн эр нь байшингийн ойролцоо газар дүүжлүүр өндөр ургадаг.
3091912922.jpg| 4| A dog runs with a yellow toy in its mouth .|Нохой нь амандаа шар тоглоомоор гүйдэг.
780260019.jpg| 1| People in blue uniforms stand on the street as observers watch from the sidewalk .|Цэнхэр дүрэмт хувцас өмсдөг хүмүүс гудамжинд ажиглагчид явган хүний замаас харж байна.
6652784337.jpg| 0| One shirtless man is taking pictures of the other people in the road , one of which is skateboarding , while a woman watches from across the road .|Нэг цамцгүй хүн зам дээр байгаа бусад хүмүүсийн зургийг зураг авч байна.
4571467071.jpg| 1| Woman sign up at a table during a hat society meeting .|Эмэгтэйчүүд малгай нийгэмлэгийн уулзалтын үеэр хүснэгтэд гарын үсэг зурна.
3013203854.jpg| 2| Two men with a hand on each other 's back and one man is looking up .|Бие биенийхээ өмнөөс хоёр хүн бие биенийхээ буцаж ирж, нэг хүн дээшээ харж байна.
2722957422.jpg| 4| The children are getting off the bus .|Хүүхдүүд автобуснаас бууж байна.
5159056173.jpg| 0| A group of children are looking at a sculpture in a museum .|Бүлгийн бүлэг хүүхдүүд музейд баримлыг харж байна.
2125074196.jpg| 4| Artist putting the finishing touches on wall mirage .|Зураач хананы махан дээр өнгөлгөөтэй тулгарч байна.
739944487.jpg| 3| Two people are rowing a boat as a flock of birds pass them .|Хоёр хүн завин шувууг шувуунд өнгөрч байна.
4003168567.jpg| 0| A group of people with colorful clothing walking down the street playing homemade instruments .|
4842411522.jpg| 3| children woman and man in a park looking around a park|цэцэрлэгт хүрээлэн, цэцэрлэгт хүрээлэнд байгаа хүүхэд, цэцэрлэгт хүрээлэнд
3625537155.jpg| 0| A lady in a white shirt with a baby in one hand , and a stroller in the other hand , walks through an outdoor kiosk .|Нэг гараараа хүүхэдтэй цагаан цамц өмссөн эмэгтэй, нөгөө гартаа зугаалагч, нөгөө талдаа аялгуугаар алхдаг.
6315830428.jpg| 3| A bicyclist is pushing hard to complete a race .|Унадаг дугуйчид уралдааныг дуусгахын тулд шаргуу түлхэж байна.
4612314410.jpg| 3| People outside standing by the subway station .|Метроны буудлаар зогсож байгаа хүмүүс.
4653330656.jpg| 4| A man spray painting a mural|Хүний шүрших хумс зураг зурах
